ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,IsActive,Notes
80000303-1754293179,E Technology System (Pvt) Ltd,E Technology System (Pvt) Ltd,E Technology System (Pvt) Ltd,,,,,,"E Technology System (Pvt) Ltd, 2nd Floor, 41/A/1, Sri Saranabkara Road, ",VAT No.114278157-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000272-1705120992,E W Balasuriya & Co Pvt Ltd,E W Balasuriya & Co Pvt Ltd,,,,,,,"E W Balasuriya & Co Pvt Ltd, #267, Galle Road, ",VAT Reg No.114010650 -,,7000,,Sangaraja Main Store,Colombo - 10,,,,,,AD,0.00,0.00,0,,1,
8000027A-1709549561,Edge Networks (PVT) LTD,Edge Networks (PVT) LTD,,,,,,,"Edge Networks (PVT) LTD, No: 280/15/1A Dampe, ",VAT No.107688730-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
80000090-1617705684,Editing Table Studio,Editing Table Studio,,,,,,,"Editing Table Studio, 56 B307, Sri Jayawardenapura",Kotte.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001B7-1639480137,EEE Technological Services,EEE Technological Services,EEE Technological Services (Pvt) Ltd,,,,,,"EEE Technological Services (Pvt) Ltd, No.474/1, Hokandara North, ",Malabe,,,,,,,,,,,,0.00,0.00,0,,1,
800001B8-1639480410,EEE Technological Services (Pvt) Ltd,EEE Technological Services (Pvt) Ltd,EEE Technological Services (Pvt) Ltd,,,,,,"EEE Technological Services (Pvt) Ltd, No.474/1, Hokandara North, ",Malabe,,,,,,,,,,,A,0.00,0.00,0,,1,
8000013A-1618209537,EFL Headquarters (Pvt) Ltd,EFL Headquarters (Pvt) Ltd,EFL Headquarters (Pvt) Ltd,,,,,,"EFL Headquarters (Pvt) Ltd, No 10, Milepost avenue,",Colombo 3.,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001F5-1654762720,EHMTDD B Elkaduwa,EHMTDD B Elkaduwa,EHMTDD B Elkaduwa,,,,,,EHMTDD B Elkaduwa,,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000008F-1617705684,EITS,EITS,Enterprise IT Solutions (Pvt) Ltd,,,,,,"Enterprise IT Solutions (Pvt) Ltd, 32/2-2/1 Nandimithra Place,",Colombo 06,,,,,,,,,,,,2095394.50,2095394.50,0,,1,
8000034A-1782379439,EL TORO Roofing Products LTD,EL TORO Roofing Products LTD,EL TORO Roofing Products LTD,,,,,,"EL TORO Roofing Products LTD, No. 752 Baseline Road, ",VAT No.,,139051017-700,,,,,,,,,A,0.00,0.00,0,,1,
8000008E-1617705684,Electro Net,Electro Net,Electro Net,,,,,,"Electro Net, No.45/1, Ernet Place, ",Moratuwa.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000008D-1617705683,Elegant Knitting International,Elegant Knitting International,Elegant Knitting International,,,,,,"Elegant Knitting International (Pvt) Ltd, 03B Biyagama",VAT No.101139280-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001E5-1648634781,Elegent Media Solutions,Elegent Media Solutions,,,,,,,"Elegent Media Solutions, #341/1A Thalawathugoda Road",Kotte.,,,,,,,,,,CASH,AD,113280.00,113280.00,0,,1,
8000034F-1783655148,Elevate Integrated technologies (Pvt) Ltd,Elevate Integrated technologies (Pvt) Ltd,Elevate Integrated technologies (Pvt) Ltd,,,,,,"TIN No. 103041694, Elevate Integrated technologies (Pvt) Ltd",Colombo 05.,,,,,,,,,,Cheque,AD,0.00,0.00,0,,1,
8000008C-1617705683,Embassy of The Republic of Indonesia,Embassy of The Republic of Indonesia,Embassy of The Republic of Indonesia,,,,,,"Embassy of The Republic of Indonesia, 400/50 Sarana Road, ",Colombo 07.,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000027B-1709617656,Enash Global (Pvt) Ltd,Enash Global (Pvt) Ltd,,,,,,,"Enash Global (Pvt) Ltd, No 259/7/B/1, ",Pannipitiya.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000200-1659691298,Enexe (Pvt) Ltd,Enexe (Pvt) Ltd,Enexe (Pvt) Ltd,,,,,,"Enexe (Pvt) Ltd, No. 29/1, ",Maharagama.,,,,,,,,,,,A,0.00,0.00,0,,1,
8000008B-1617705683,Enext Technology (Pvt) Ltd,Enext Technology (Pvt) Ltd,,,,,,,"Enext Technology (Pvt) Ltd, No-6/A, 3rd Land, ",Kotte.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000337-1774931692,Enico Chemical Industries Pvt Ltd,Enico Chemical Industries Pvt Ltd,Enico Chemical Industries Pvt Ltd,,,,,,"Enico Chemical Industries Pvt Ltd, Ulapane Industrial Park, ",VAT No. 114823465 -,,7000,,,,,,,,Cheque,AD,0.00,0.00,0,,1,
800002B5-1728286614,ENTEC COMPUTER SYSTEMS (PVT) LTD,ENTEC COMPUTER SYSTEMS (PVT) LTD,,,,,,,"ENTEC COMPUTER SYSTEMS (PVT) LTD, No.52/E, Buthgamuwa Road,",Gothatuwa New Town,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002DC-1740049469,EPG TECHNOLOGIES,EPG TECHNOLOGIES,,,,,,,"EPG TECHNOLOGIES, No. 68A, Galle Road,",Dehiwala,,,,,,,,,,,AR,0.00,0.00,0,,1,
800002B9-1729829069,Epro Technologies (Pvt) Ltd,Epro Technologies (Pvt) Ltd,,,,,,,"Epro Technologies (Pvt) Ltd, 171/29, Koswatte Road, ",VAT No.,,103017696-700,,,,,,,,,AD,0.00,0.00,0,,1,
80000187-1629877220,Eureka Technology Partners (Pvt) Ltd,Eureka Technology Partners (Pvt) Ltd,,,,,,,"Eureka Technology Partners (Pvt) Ltd,  2nd Floor, Bernards Business Park, ",Dehiwala,,,,,,,,,,,,0.00,0.00,0,,1,
8000008A-1617705683,Excello Developers (PVT) Ltd,Excello Developers (PVT) Ltd,Excello Developers (PVT) Ltd,,,,,,"Excello Developers (PVT) Ltd, No, 14, 37th Lane,",,14,,,,,,,,,,AD,0.00,0.00,0,,1,
80000089-1617705683,Fairfirst Insurance Limited,Fairfirst Insurance Limited,Fairfirst Insurance Limited,,malkaf@fairfirst.lk,,,,"Fairfirst Insurance Limited, No 33, St Michaels Road",,St,,,,,,,,,,A,0.00,0.00,0,,1,
8000020F-1662705283,Fairway Holdings (Pvt) Ltd,Fairway Holdings (Pvt) Ltd,Fairway Holdings (Pvt) Ltd,,,,,,"Fairway Holdings (Pvt) Ltd, No.100 Buthgamuwa Road,",Rajagiriya.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000327-1767603534,Fazaal Bath Studio,Fazaal Bath Studio,,,,,,,"Fazaal Bath Studio, 261 Nawala Rd,",Nawala.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000088-1617705683,Fazaal Ceramics,Fazaal Ceramics,Fazaal Ceramics,,,,,,"Fazaal Ceramics, No:196/1",Nawala,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000213-1663650523,Fazaal Ceremics (Pvt) Ltd,Fazaal Ceremics (Pvt) Ltd,Fazaal Ceremics (Pvt) Ltd,,,,,,"Fazaal Ceremics (Pvt) Ltd, No.685, ",Kandy.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000250-1690178416,Fentons Ltd,Fentons Ltd,Fentons Ltd,,,,,,"TIN No - 204004781, Hayleys Fentons Ltd","180, Deans Road , 01000",Deans Road,,,,,,,,,Cheque,A,3916390.50,3916390.50,0,,1,
8000029A-1719287721,Finco Holdings (Pvt) Ltd,Finco Holdings (Pvt) Ltd,Finco Holdings (Pvt) Ltd,,,,,,"Finco Holdings (Pvt) Ltd, 49/16, Iceland Building, ",Colombo - 03,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000087-1617705683,Fineline Technology,Fineline Technology,,,,,,,"Fineline Technology, 281/21D Samagimawatha, ","Handala, Wattala",,,,,,,,,,,A,0.00,0.00,0,,1,
80000086-1617705683,First Capital Holdings PLC,First Capital Holdings PLC,,,,,,,"First Capital Holdings PLC, No 02 Deal Place",VAT No.134003324-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000206-1661491477,Flexicare Lanka (Pvt) Ltd,Flexicare Lanka (Pvt) Ltd,,,,,,,"Flexicare Lanka (Pvt) Ltd, 382/X, Kumbuka Road, Raigama,",,Kumbuka,,,,,,,,,,AD,0.00,0.00,0,,1,
80000085-1617705683,Flix11 (Private) Limited,Flix11 (Private) Limited,Flix11 (Private) Limited,,,,,,"Flix11 (Private) Limited, No 09 , N J V Cooray Mawatha",,N J V,,,,,,,,,,A,0.00,0.00,0,,1,
80000084-1617705683,Fortress Developers (Pvt) Ltd.,Fortress Developers (Pvt) Ltd.,Fortress Developers (Pvt) Ltd.,,,,,,"Fortress Developers (Pvt) Ltd., 28 Galle Rd,",Dehiwala-Mount Lavinia,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000083-1617705683,"FRONTIER AUTOMOTIVES (PVT) LTD.,","FRONTIER AUTOMOTIVES (PVT) LTD.,",,,,,,,".FRONTIER AUTOMOTIVES (PVT) LTD.,",,,,,,,,,,,,,0.00,0.00,0,,1,
80000082-1617705683,FT Soft (Pvt) Ltd,FT Soft (Pvt) Ltd,FT Soft (Pvt) Ltd,,,,,,"TIN No. 174027439, FT Soft (Pvt) Ltd",Colombo 04,,,,,,,,,,Cheque,A,1334904.50,1334904.50,0,,1,
80000247-1686540027,Future Global Tech (Pvt) Ltd,Future Global Tech (Pvt) Ltd,,,,,,,"Future Global Tech (Pvt) Ltd, 204/D/18, ",Piliyandala.,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000191-1631780247,GAC Shipping Ltd,GAC Shipping Ltd,GAC Shipping Ltd,,,,,,"GAC Shipping Ltd, 284 Vauxhall St,",Colombo 02,,,,,,,,,,,A,0.00,0.00,0,,1,
800002BA-1729830138,Gadgetbox,Gadgetbox,,,,,,,"Gadgetbox, Paramount Tower Level2 to 5, ","Nawala Road, Kotte.",,,,,,,,,,,AD,6546.00,6546.00,0,,1,
80000228-1672911795,Gaja TV (Pvt) Ltd,Gaja TV (Pvt) Ltd,Gaja TV (Pvt) Ltd,,,,,,"Gaja TV (Pvt) Ltd, No.24/13, ",Nugegoda.,,,,,,,,,,,A,0.00,0.00,0,,1,
80000234-1678681919,Galle Face Hotel 1994 (Pvt) Ltd,Galle Face Hotel 1994 (Pvt) Ltd,Galle Face Hotel 1994 (Pvt) Ltd,,,,,,"Galle Face Hotel 1994 (Pvt) Ltd, No.2 Galle Road, ",VAT No. 114128538 -,,7000,,,,,,,,,AD,0.00,0.00,0,,1,
800002A8-1724651994,Gem Island Investments pvt Ltd,Gem Island Investments pvt Ltd,,,,,,,"Gem Island Investments pvt Ltd, No.371",VAT No.,,174981493-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000207-1661744185,Genius Associates (Pvt) Ltd,Genius Associates (Pvt) Ltd,Genius Associates (Pvt) Ltd,,,,,,"Genius Associates (Pvt) Ltd, No.47, ",Nugegoda.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000081-1617705682,Gennext (Pvt) Ltd,Gennext (Pvt) Ltd,Gennext (Pvt) Ltd,,,,,,"Gennext (Pvt) Ltd, #117, Inner Flower Road, ",VAT No.174854890-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
800001A6-1636355911,Genuine Computer & Network Systems,Genuine Computer & Network Systems,,,accounts@activelk.com,,,,Genuine Computer & Network Systems,,,,,,,,,,,,A,-75.00,-75.00,0,,1,
800001EE-1653475284,Geoinformatics International (Pvt.) Ltd.,Geoinformatics International (Pvt.) Ltd.,Geoinformatics International (Pvt.) Ltd.,,,,,,"Geoinformatics International (Pvt) Ltd., No. 584/4, ",Thalawathugoda.,,,,,,,,,,,AD,6000.00,6000.00,0,,1,
800002D0-1736997610,Giga Foods (Pvt)  Ltd,Giga Foods (Pvt)  Ltd,,,,,,,"TIN No.102899580, Giga Foods (Pvt)  Ltd","No.57, D.S Fonseka Road",D.S,,,,,,,,,Cheque,AR,0.00,0.00,0,,1,
800001EA-1651651423,GLC,GLC,GLC,,,,,,"GLC, NO 1/1, Mile post avenue,",,Mile,,,,,,,,,,AD,0.00,0.00,0,,1,
80000080-1617705682,Global Ehsan Relief - Sri Lanka,Global Ehsan Relief - Sri Lanka,Global Ehsan Relief - Sri Lanka,,,,,,"Global Ehsan Relief - Sri Lanka, Abdul Majeed Road ,",Kinniya-04,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000007F-1617705682,Global Technologies,Global Technologies,,,,,,,"Global Technologies, No 30 , Higi Level Plaza, ",Nugegoda,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001D4-1643612253,GLOBE GLASS (Pvt) Ltd.,GLOBE GLASS (Pvt) Ltd.,GLOBE GLASS (Pvt) Ltd.,,,,,,"GLOBE GLASS (Pvt) Ltd., 35, Sangamiththa Mawatha, ",Srilanka,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000249-1686567221,GP Garments (Pvt) Ltd,GP Garments (Pvt) Ltd,,,,,,,"GP Garments (Pvt) Ltd, Seethawaka Industrial Zone, ",VAT Reg No. 114069744 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
8000023D-1683000095,Grace Lanka Apperals (Pvt) Ltd,Grace Lanka Apperals (Pvt) Ltd,,,,,,,"Grace Lanka Apperals (Pvt) Ltd, No- 83/15, Angulana Station Road, ",VAT No.,,104648371-700,,,,,,,,,AS,0.00,0.00,0,,1,
8000030E-1756292969,Green City Global (pvt) Ltd,Green City Global (pvt) Ltd,Green City Global (pvt) Ltd,,,,,,"Green City Global (pvt) Ltd, No.311, 1st Floor, Unity Plaza,",,1st Floor,,,,,,,,,,AR,0.00,0.00,0,,1,
800002D5-1737626513,Green Digital Technologies (Pvt) Ltd,Green Digital Technologies (Pvt) Ltd,,,,,,,"Green Digital Technologies (Pvt) Ltd, No. 91/1, Galle Road, ",Aluthgama.,,,,,,,,,,,AR,0.00,0.00,0,,1,
800001E4-1648031124,GRS Management & Secretary Service (Pvt),GRS Management & Secretary Service (Pvt),GRS Management & Secretary Service (Pvt),,,,,,"GRS Management &,  Secretary Service (Pvt) Ltd",Colombo -11,,,,,,,,,,,,0.00,0.00,0,,1,
80000242-1685006113,GSM Cellular Service Center,GSM Cellular Service Center,,,,,,,"GSM Cellular Service Center, #113/3, Samagi Mawatha, ",Kandy.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000306-1755840573,GTS Technology Solutions (pvt) Ltd,GTS Technology Solutions (pvt) Ltd,GTS Technology Solutions (pvt) Ltd,,,,,,"TIN No. 150157307, GTS Technology Solutions (pvt) Ltd",Papeliyana.,,,,,,,,,,Cheque,A,2418174.00,2418174.00,0,,1,
8000007E-1617705682,Haat Holdings (Pvt) Ltd,Haat Holdings (Pvt) Ltd,Haat Holdings (Pvt) Ltd,,anjana@activelk.com,,,,"Haat Holdings (Pvt) Ltd, 240, B1A, High Level Road",,"B1A, High",,,,,,,,,,A,230950.00,230950.00,0,,1,
80000257-1694153836,Haggai Tourist Bangalow,Haggai Tourist Bangalow,,,,,,,"Haggai Tourist Bangalow, No.20 , Costa Garden,",Colombo - 06,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002D1-1737083700,Harsh Perera,Harsh Perera,,,,,,,"Harsh Perera, No.255, ",Kasbewa.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000019F-1634875760,Hayleys,Hayleys,,,,,,,"Hayleys Business Solutions, International (Pvt) Ltd",Colombo – 10,,,,,,,,,,,A,0.00,0.00,0,,1,
8000007D-1617705682,Hayleys Business Solution International (,Hayleys Business Solution International (,Hayleys Business Solution Interna,,,,,,"Hayleys Business Solutions, International (Pvt) Ltd",Colombo – 10,,,,,,,,,,,A,0.00,0.00,0,,1,
80000285-1712289948,HEMSONS INTERNATIONAL (Pte) Ltd,HEMSONS INTERNATIONAL (Pte) Ltd,,,,,,,"HEMSONS INTERNATIONAL (Pte) Ltd, Hemas Building, No.36, ",VAT No. 114117064 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
80000284-1712289829,HEMSONS INTERNATIONAL (Pvt) Ltd,HEMSONS INTERNATIONAL (Pvt) Ltd,,,,,,,"HEMSONS INTERNATIONAL (Pvt) Ltd, Hemas Building, No.36, ",VAT No. 114117064 -,,7000,,,,,,,,,,0.00,0.00,0,,1,
8000025F-1698231628,Hexar Evolution (Pvt) Ltd,Hexar Evolution (Pvt) Ltd,Hexar Evolution (Pvt) Ltd,,,,,,"TIN No. 107319298, Hexar Evolution (Pvt) Ltd",Colombo - 04.,,,,,,,,,,Cheque,AD,358720.00,358720.00,0,,1,
8000007C-1617705682,Hiran Wickramanayake,Hiran Wickramanayake,"HIRAN WICKRAMANAYAKE.,",,,,,,"HIRAN WICKRAMANAYAKE.,",,,,,,,,,,,,,0.00,0.00,0,,1,
8000033D-1778129553,HK Computers Solutions,HK Computers Solutions,HK Computers Solutions,,,,,,"HK Computers Solutions, No. 498, Colombo Road, ",VAT No.,,101003744-700,,,,,,,,,AD,0.00,0.00,0,,1,
8000029E-1721624718,HORANA PLANTATIONS PLC,HORANA PLANTATIONS PLC,,,,,,,"HORANA PLANTATIONS PLC, 400, DEANS ROAD, ",VAT No.294001344-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
8000007B-1617705682,HSB Holdings (Pvt) Ltd,HSB Holdings (Pvt) Ltd,HSB Holdings (Pvt) Ltd,,,,,,"HSB Holdings (Pvt) Ltd, No 10/1 Hill Street, ",Kiribathgoda,,,,,,,,,,,A,0.00,0.00,0,,1,
80000269-1701251997,I - Net Systems & Solutions (Pvt) Ltd,I - Net Systems & Solutions (Pvt) Ltd,,,,,,,"I - Net Systems & Solutions (Pvt) Ltd, 65/1 1/1 Nawala Road,",Nugegoda.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000277-1708319208,I M Solutions,I M Solutions,,,,,,,"TIN No. 103410126, I M Solutions","Mangala Road, 3 Rd Kurana",3,,,,,,,,,Cheque,AD,49442.00,49442.00,0,,1,
8000007A-1617705682,I U C N,I U C N,I U C N,,IUCN@IUCNSL.ORG,2694094,,2682470,"I U C N, NO. 53 HORTON PLACE",SRILANKA,,,,,,,,,,,,0.00,0.00,0,,1,
80000321-1764755365,I7 Computers,I7 Computers,I7 Computers,,,,,,"I7 Computers, No.124b, ",Jaffna.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000079-1617705681,ICC Inernational Construction Consortium,ICC Inernational Construction Consortium,,,,,,,"TIN No - 104067336, International Construction Consortium","No 70, S De S Jayasinghe Mawath",S De S,,,,,,,,,Cheque,AD,25960.00,25960.00,0,,1,
800002CB-1735193937,IDawn Technologies,IDawn Technologies,,,,,,,"IDawn Technologies, No. 127, Pagoda Road, ",VAT No.,,100913950-700,,,,,,,,,A,0.00,0.00,0,,1,
8000013F-1618978344,Ideal Finance Ltd,Ideal Finance Ltd,Ideal Finance Ltd,,,,,,"Ideal Finance Ltd, No 299, Dr Colvin R. De Silva Mawatha",VAT No.134049634-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
80000320-1764053207,Ideal Network System,Ideal Network System,Ideal Network System,,,,,,"Ideal Network System, 435/A Kudaarukgoda, ",Panadura.,,,,,,,,,,,AD,123000.00,123000.00,0,,1,
800002C2-1733815254,Illukkumbura Industrial,Illukkumbura Industrial,,,,,,,"Illukkumbura Industrial, Automation (Pvt) Ltd","Elvitigala Mw, Colombo - 05.",Colombo,,,,,,,,,,A,0.00,0.00,0,,1,
80000256-1693887235,IME Lanka (Pvt) Ltd,IME Lanka (Pvt) Ltd,IME Lanka (Pvt) Ltd,,,,,,"IME Lanka (Pvt) Ltd, 15/24A, 3rd Lane,",Sri Jayawardenepura Kotte.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000078-1617705681,Incotech Lanka (PVT) Ltd,Incotech Lanka (PVT) Ltd,Incotech Lanka (PVT) Ltd,,,,,,"Incotech Lanka (PVT) Ltd, 1001E, 8th Floor, ",Colombo 04,,,,,,,,,,,A,0.00,0.00,0,,1,
80000189-1631103720,IndexOne Technologies (Pvt) Limited,IndexOne Technologies (Pvt) Limited,IndexOne Technologies (Pvt) Limited,,,,,,"IndexOne Technologies (Pvt) Limited, No 262,",,Kaduwela Road,,Sri Lanka,,,,,,,,A,0.00,0.00,0,,1,
80000077-1617705681,Industrial Clothing (Pvt) Ltd - Malwana,Industrial Clothing (Pvt) Ltd - Malwana,,,amal@activelk.com,,,,"Industrial Clothing (Pvt) Ltd, 78 , Biyagama E.P.Z, ",Malwana.,,,,,,,,,,,,0.00,0.00,0,,1,
800002F3-1749726870,Infinity IT Solutions,Infinity IT Solutions,,,,,,,"Infinity IT Solutions, No 84/1, Kandy Road,",Kiribathgoda.,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000076-1617705681,Information Technologies & Enterprise Sol,Information Technologies & Enterprise Sol,Information Technologies & Enterprise Sol,,,,,,"TIN No .114322792, Information Technologies &",Colombo-03,,,,,,,,,,Cheque,A,-2.35,-2.35,0,,1,
800001DF-1646294442,Intec Atebion,Intec Atebion,Intec Atebion,,,,,,"Intec Atebion, No.255 Baseline road,",Colombo 09,,,,,,,,,,,A,0.00,0.00,0,,1,
80000075-1617705681,Intec Systems and Solutions (Pvt) Ltd,Intec Systems and Solutions (Pvt) Ltd,Intec Systems and Solutions (Pvt) Ltd,,,,,,"Intec Systems and Solutions (Pvt) Ltd, No 293/A, Rajamaha Vihara Road",Pita Kotte,,,,,,,,,,,,0.00,0.00,0,,1,
80000338-1775101650,Intek IT Solutions,Intek IT Solutions,,,,,,,"Intek IT Solutions, No. 83/3N , ",Biyagama Western Province.,,,,,,,,,,,AD,53100.00,53100.00,0,,1,
80000334-1773125872,Intek Solutions,Intek Solutions,Intek Solutions,,,,,,"Intek Solutions, No. 325/3, ",Angoda.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002FA-1750996844,Intelliglow Solutions (Pvt) Ltd,Intelliglow Solutions (Pvt) Ltd,,,,,,,"Intelliglow Solutions (Pvt) Ltd, No 489 /1 / H, ",VAT No.,,106807779-700,,,,,,,,,A,0.00,0.00,0,,1,
80000074-1617705681,IOM International Organization for Migrat,IOM International Organization for Migrat,,,,,,,"International Organization for Migration, Colombo",Colombo 08,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002D7-1738571473,IPhonik (Pvt) Ltd,IPhonik (Pvt) Ltd,,,,,,,"IPhonik (Pvt) Ltd, No. 179A 2/1, Dutugemunu Street, ",VAT No.,,114724394-700,,,,,,,,,A,0.00,0.00,0,,1,
80000073-1617705681,Isuru Udayanga.,Isuru Udayanga.,Isuru Udayanga,,,,,,Isuru Udayanga,,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000072-1617705681,IT Expert,IT Expert,,,,,,,IT Expert,,,,,,,,,,,,,0.00,0.00,0,,1,
8000024F-1689839382,IT Galaxy (Pvt) Ltd,IT Galaxy (Pvt) Ltd,IT Galaxy (Pvt) Ltd,,,,,,"IT Galaxy (Pvt) Ltd, #401, Galle Road, Bambalapitiya, ",VAT No. 174860220 -,,7000,,,,,,,,,AS,0.00,0.00,0,,1,
80000325-1766992415,IT Shop,IT Shop,IT Shop,,,,,,"IT Shop, 743/8/A  Muwanhelawatta, ",Malabe.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000071-1617705681,IT Xpert (Pvt) Ltd,IT Xpert (Pvt) Ltd,IT Xpert (Pvt) Ltd,,,0773504665,,,"IT Xpert (Pvt) Ltd, 401/5, 2nd Floor, Unity",Colombo 04,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000070-1617705681,IT Xpert Distribution,IT Xpert Distribution,,,,,,,"IT Xpert Distribution, 51/18 1st Floor",Bampalapitiya,,,,,,,,,,,A,0.00,0.00,0,,1,
8000006F-1617705681,ITs24x7,ITs24x7,ITs24x7,,,,,,"ITs24x7, 404/2a, Maithreedasa Mw, ",Homagama,,,,,,,,,,,A,0.00,0.00,0,,1,
8000006E-1617705680,ITX360 (Pvt) Ltd,ITX360 (Pvt) Ltd,,,procurement@itx360.com,,,,"ITX360 (Pvt) Ltd, No-10",Colombo 03,,,,,,,,,,,A,0.00,0.00,0,,1,
800001C5-1640752199,J.F Packaging Limited,J.F Packaging Limited,J.F Packaging Limited,,,0112233214,,,"J.F Packaging Limited, No: 98, Sri Sangaraja Mawatha,",,Sri,,,J.F Packaging Limited,,Sri,,,,,AD,0.00,0.00,0,,1,
80000318-1759312741,J Teem Solutions,J Teem Solutions,J Teem Solutions,,,,,,"J Teem Solutions, 225, Negombo Rd,",Kurunegala.,,,,,,,,,,Cheque,AR,38763.00,38763.00,0,,1,
800002BF-1732778104,JAGRO (PVT) LTD,JAGRO (PVT) LTD,,,,,,,"JAGRO (PVT) LTD, No.131/1, ",VAT No.114345270-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001DB-1644923045,Janaka Thushantha,Janaka Thushantha,,,,,,,Janaka Thushantha,,,,,,,,,,,,A,0.00,0.00,0,,1,
8000006D-1617705680,Janathakshana (Gte) Ltd,Janathakshana (Gte) Ltd,Janathakshana (Gte) Ltd,,,,,,"Janathakshana (Gte) Ltd, No 05, ",Colombo 05.,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000006C-1617705680,JAY JAY MILLS LANKA (PVT) LTD,JAY JAY MILLS LANKA (PVT) LTD,JAY JAY MILLS LANKA (PVT) LTD,,,036 4278278,,036 2232673,"JAY JAY MILLS LANKA (PVT) LTD., , E-3, ",VAT No,,114250740-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000147-1618988829,Jon Trepte,Jon Trepte,Jon Trepte,,,,,,"Jon Trepte, Sudaliya",Moratwa,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000006B-1617705680,Just in Time Holdings (Pvt) Ltd,Just in Time Holdings (Pvt) Ltd,Just in Time Holdings (Pvt) Ltd,,,,,,"Just in Time Holdings (Pvt) Ltd, Regent Building, No:345 A, ",Colombo 03,,,,,,,,,,,,0.00,0.00,0,,1,
8000006A-1617705680,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,,thilini@kaminskisl.com,,,,"C/o Helen Kaminski P/ L., C/o STATESMAN HATS (PVT) LTD.",VAT No,,114261009-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000069-1617705680,Kandy General Hospital,Kandy General Hospital,,,,,,,"National Hospital Kandy, Kandy",,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001DE-1646132974,Karvin Fernando Production,Karvin Fernando Production,,,,,,,"Karvin Fernando Production, 388/12W Royal Gardens",Rajagiriya,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000230-1677649683,KBSL Information Technologies Ltd,KBSL Information Technologies Ltd,KBSL Information Technologies Ltd,,,,,,"KBSL Information Technologies Ltd, 297, Union Place, ",VAT No.104060307 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
80000202-1660623291,Kect Impex (Pvt) Ltd,Kect Impex (Pvt) Ltd,,,,,,,"Kect Impex (Pvt) Ltd, No. 110/1 A, ",Colombo -08,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002FF-1752212826,KRNS Contractor,KRNS Contractor,,,,,,,"KRNS Contractor, 128/1,",Henagama.,,,,,,,,,,,AR,0.00,0.00,0,,1,
