ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,ResaleNumber,VatNumber,TinNumber,IsVatRegistered,TaxItemRef,TaxCodeRef,IsActive,Notes
80000470-1552458498,Metropolitan Communications (Private) Ltd,Metropolitan Communications (Private) Ltd,Metropolitan Communications (Private) Ltd,,,,,,"Metropolitan Communications (Private) Ltd, No. 85 Braybrooke Place,",Colombo 02,,,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000484-1557986639,Metropolitan Computers (Pvt) Ltd,Metropolitan Computers (Pvt) Ltd,Metropolitan Computers (Pvt) Ltd,,,,,,"Metropolitan Computers (Pvt) Ltd, No.12, Magazine Road,",Colombo 08,,,,M Centre,Colombo 03.,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000029E-1414663880,Miami Exports (Pvt) Ltd,Miami Exports (Pvt) Ltd,Miami Exports (Pvt) Ltd,,info@bamholdings.com,0117-796900,,0117-796816,"Miami Exports (Pvt) Ltd, Miami-CWH, No:63, Galawila road,",Homagama,,,,,,,,,,,E,0.00,0.00,0,,,,,0,Non VAT,...,1,
800003D0-1511583676,Miami Exports(Pvt) Ltd,Miami Exports(Pvt) Ltd,,,,,,,"Miami Exports (Pvt) Ltd, No 52, , Sir Marcus Fernando Mawatha,",Colombo 07.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000020B-1327463284,Michael,Michael,Michael,,,,,,Michael Berger,,,,,,,,,,,Due on receipt,RZ,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
80000371-1491469368,Micro Access Computer Systems,Micro Access Computer Systems,,,,,,,"Micro Access Computer Systems, No 11 , Ranaviru Lasantha Sanjeewa Mw, Kohalawilla Road,",Kalaniya.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000BC-1238680051,MICRO CENTER,MICRO CENTER,MICRO CENTER,,,,,,"MICRO CENTER, UNITY PLAZA, 2ND FLOOR",BAMBALAPITIYA,,,,,,,,,,,,0.00,0.00,0,MIC,,,,0,,,1,
80000457-1543229015,Micro Channel,Micro Channel,Micro Channel,,,,,,"Micro Channel, 224 A, New Kalmunai Road, , Kallady,",Batticaloa,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004EF-1601268662,Micro Channel.,Micro Channel.,Micro Channel,,,,,,"Micro Channel, 165, , New Kalmunai Road, , Kallady,",Batticaloa.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000BB-1238680051,MICRO PC SYSTEMS (PVT) LTD,MICRO PC SYSTEMS (PVT) LTD,MICRO PC SYSTEMS (PVT) LTD,,,,,,"MICRO PC SYSTEMS (PVT) LTD, 15, 36 LANE, , WELLAWATTA,",COLOMBO 06,,,,,,,,,,,,0.00,0.00,0,MI,,,,0,,,1,
8000036F-1491198261,Micro Solutions Information Systems (Pvt),Micro Solutions Information Systems (Pvt),,,,,,,"Micro Solutions Information Systems (Pvt), No 10, , Visaka Road, , Colombo 4.",VAT No,,100880296-700,,,,,,,,,A,0.00,0.00,0,,,,,0,..,Tax,1,
800000BD-1238680052,MICROCELLS LTD,MICROCELLS LTD,MICROCELLS LTD,,,2708908-12,,2708917,"MICROCELLS LTD, KOSKANATTA ROAD, , MAMPE, , PILIYANDALA.",VAT No,,104054259-700,,,,,,,,Due on receipt,AS,0.00,0.00,0,MICRO,,,,0,VAT15%,...,1,
800002E5-1450672464,Microlink Computer Systems,Microlink Computer Systems,Microlink Computer Systems,,microlink@sltnet.lk,037-237633,,037-2224620,"Microlink Computer Systems, No:37, , Catholic Centre, , 1st Floor, St.Anne's Street",Kurunegala.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000244-1369800073,Micrologic Systes,Micrologic Systes,Micrologic Systes,,,0777787112,,,"Micrologic Systes, No.40, Jayasiri Mawatha,",Dehiwala,,,,,,,,,,,Har,0.00,0.00,0,,,,,0,Non VAT,...,1,
800003FE-1521039354,Milans Studio & Colour Lab,Milans Studio & Colour Lab,,,,,,,"Milans Studio & Colour Lab, No 88, Kandy Road",Nittanbuwa,,,,,,,,,,,N,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000209-1323920373,Millenium Technology ( Merchant credit ),Millenium Technology ( Merchant credit ),Millenium Technology,,,,,,"Millenium Technology, 1/43 E 2 Farm Road, , Mattakuliya,",Colombo 15,,,,Millenium Technology,Colombo 15,,,,,Due on receipt,Y,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800003F3-1519294059,Mitra Innovation Limited,Mitra Innovation Limited,,,,,,,"Mitra Innovation Limited, 472 2/1,",,Rawathawatta,,Sri Lanka,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000028C-1407831066,MJF Media (PVT) Ltd,MJF Media (PVT) Ltd,MJF Media (PVT) Ltd,,,,,,"MJF Media (PVT) Ltd, No:340, , Galle Road,",Katubedda,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
8000048B-1560315398,MNS Technologies,MNS Technologies,MNS Technologies,,,,,,"MNS Technologies, 1\18 1st lane, Rattanapitiya,",Boralesgamuwa,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000437-1536929795,Mohamed Shanon Areef,Mohamed Shanon Areef,Mohamed Shanon Areef,,,,,,"Mohamed Shanon Areef, M. Shining Star #601, Fulooniyaa Magu, Male,",Maldives,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000BF-1238680052,MOONEMALLE,MOONEMALLE,MOONEMALLE,MR. ROHAN,,"0717681747, 2505523",,,"MR. ROHAN, MOONEMALLE","31/11, SRI PA ROAD, THIMBIRIGAS",SRI PA,,,,,,,,,,,0.00,0.00,0,MOON,,,,0,,,1,
800003F4-1519360172,Moresand Ltd,Moresand Ltd,,,,,,,"Moresand Ltd, No 345, Galle Road,",Colombo 03,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004D6-1589350770,Morison PLC,Morison PLC,Morison PLC,,,,,,"Morison PLC, No. 620 Biyagama Rd, , 45, St.Theresa Mawatha","Peliyagoda, Kelaniya",,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000BE-1238680052,MOTOR MARVELS PVT LTD,MOTOR MARVELS PVT LTD,MOTOR MARVELS PVT LTD,,,,,,"MOTOR MARVELS PVT LTD, 65, KIRULA ROAD,",NARAHENPITA,,,,,,,,,,,,0.00,0.00,0,MO,,,,0,,,1,
800001B8-1286970722,MotorCAD,MotorCAD,Motorcade,Asoka,,,,,Motorcade,,,,,,,,,,,Due on receipt,AS,0.00,0.00,0,,,,,0,VAT,Tax,1,
800002EE-1454387088,Mountcastle Aus USD,Mountcastle Aus USD,Mountcastle Pty Ltd,,,,,,"Jemes Baldwin, Managing Director, Mountcastle Pty Ltd, 95-103 Hyde Rd, Yeronga, QLD,",4104,,,Australia,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000028E-1408358373,Mountcastle Pty Ltd,Mountcastle Pty Ltd,Mountcastle Pty Ltd,,,,,,"James Baldwin, Managing Director, Mountcastle Pty Ltd, 95-103 Hyde Rd, Yeronga, QLD,",4104,,,Australia,,,,,,,,AS,0.00,0.00,0,,,,,0,VAT15%,...,1,
800001EF-1314324049,Mountcastle Pty Ltd AUS,Mountcastle Pty Ltd AUS,Mountcastle Pty Ltd,,,,,,Mountcastle Pty Ltd,95-103 Hyde Rd Yeronga QLd,,4104,Australia,,,,,,,DAP,AS,0.00,0.00,0,,,,,0,Non VAT,Non,1,
8000001B-1238680044,MR. ABOO,MR. ABOO,MR. ABOO,,,,,,"MR. ABOO, 120/1 STRATFORD PLACE",COLOMBO 06,,,,,,,,,,,,0.00,0.00,0,ABU,,,,0,,,1,
80000513-1619761823,Mr. Arshad Milhar,Mr. Arshad Milhar,Mr. Arshad Milhar,,,,,,"Mr. Arshad Milhar, 118/6 Quarry Road,",Dehiwala,,,,,,,,,,,AS,45000.00,45000.00,0,,,,,0,Non VAT,Tax,1,
8000002B-1238680044,MR. ASHOK,MR. ASHOK,MR. ASHOK,,,,,,"MR. ASHOK, RATHMALANA",,,,,,,,,,,,,0.00,0.00,0,AS,,,,0,,,1,
80000034-1238680045,MR. AZAARI,MR. AZAARI,MR. AZAARI,,,,,,MR. AZAARI,,,,,,,,,,,,,0.00,0.00,0,AZARI,,,,0,,,1,
80000503-1613362821,Mr. Azari Cader,Mr. Azari Cader,Mr. Azari Cader,,,,,,Mr. Azari Cader,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000A9-1238680050,Mr. CHEN LI,Mr. CHEN LI,Mr. CHEN LI,,,,,,Mr. CHEN LI,,,,,,,,,,,,,0.00,0.00,0,LEE,,,,0,,,1,
80000518-1625055213,Mr. Devon Senarathna,Mr. Devon Senarathna,Mr. Devon Senarathna,,,,,,"Mr. Devon Senarathna, 535/A New Kandy Road,",Biyagama,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004C2-1579598501,Mr. Dilham,Mr. Dilham,Mr. Dilham,,,,,,"Mr. Dilham, No - 114/1/1, , W.A Silva Mawatha,",Colombo 06,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000006C-1238680048,MR. FAIZER,MR. FAIZER,MR. FAIZER,,,,,,"MR. FAIZER, MUSLIM AID",,,,,,,,,,,,,0.00,0.00,0,FAIZER,,,,0,,,1,
80000075-1238680048,MR. GANESH,MR. GANESH,MR. GANESH,,,,,,"MR. GANESH, ANDERSON ROAD",COLOMBO 06.,,,,,,,,,,,,0.00,0.00,0,GANESH,,,,0,,,1,
8000007C-1238680048,MR. HAFEEL,MR. HAFEEL,MR. HAFEEL,,,,,,MR. HAFEEL,,,,,,,,,,,,,0.00,0.00,0,HAFEEL,,,,0,,,1,
80000080-1238680049,MR. HARTHY,MR. HARTHY,MR. HARTHY,,,0772291824,,,MR. HARTHY,,,,,,,,,,,,,0.00,0.00,0,HARTHY,,,,0,,,1,
80000081-1238680049,MR. HASITHA,MR. HASITHA,MR. HASITHA,,,,,,MR. HASITHA,,,,,,,,,,,,,0.00,0.00,0,HASI,,,,0,,,1,
80000087-1238680049,MR. HIRAN WICKRAMANAYAKE,MR. HIRAN WICKRAMANAYAKE,MR. HIRAN WICKRAMANAYAKE,,,,,,MR. HIRAN WICKRAMANAYAKE,,,,,,,,,,,,AS,0.00,0.00,0,HW,,,,0,,,1,
8000008E-1238680049,MR. INSAB,MR. INSAB,MR. INSAB,,,,,,MR. INSAB,,,,,,,,,,,,,0.00,0.00,0,INSAB,,,,0,,,1,
80000096-1238680050,MR. JAKSON,MR. JAKSON,MR. JAKSON,,,,,,MR. JAKSON,,,,,,,,,,,,,0.00,0.00,0,JAKSON,,,,0,,,1,
800003BC-1507358726,Mr. K. Bandara,Mr. K. Bandara,,,,,,,"Mr. K. Bandara, 61/19/1/2, Manel Mawatha, , Gangodawila,",Nugegoda.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000B3-1238680051,MR. MADUJITH SOMARATNE,MR. MADUJITH SOMARATNE,MR. MADUJITH SOMARATNE,,,,,2671915,"MR. MADUJITH SOMARATNE, AULINGS VENTURES",SRI-LANKA,,,,,,,,,,,,0.00,0.00,0,MAD,,,,0,,,1,
800000B5-1238680051,MR. MAFAZ MARIKKAR,MR. MAFAZ MARIKKAR,MR. MAFAZ MARIKKAR,,,,,,"MR. MAFAZ MARIKKAR, HOSPITAL LANE",DEHIWALA,,,,,,,,,,,,0.00,0.00,0,MARIKKAR,,,,0,,,1,
800004AB-1570773568,Mr. Marrikar,Mr. Marrikar,Mr. Marrikar,,,,,,Mr. Marrikar,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000C4-1238680052,MR. MURATH,MR. MURATH,MR. MURATH,,,,,,MR. MURATH,,,,,,,,,,,,,0.00,0.00,0,MURATH,,,,0,,,1,
800000C5-1238680052,MR. MUSTHAPA,MR. MUSTHAPA,MR. MUSTHAPA,,,,,,"MR. MUSTHAPA, 315, UNITY PLAZA,",COLOMBO 04,,,,,,,,,,,,0.00,0.00,0,MUSTHAPA,,,,0,,,1,
800004F9-1606905398,Mr. Nalim,Mr. Nalim,Mr. Nalim,,,,,,"Mr. Nalin, (Kinro Advertising)",,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000CA-1238680052,MR. NAYANA,MR. NAYANA,MR. NAYANA,,,0717-729836,,,MR. NAYANA,,,,,,,,,,,,,0.00,0.00,0,NAN,,,,0,,,1,
8000050D-1616559677,Mr. Nishantha Amunugama,Mr. Nishantha Amunugama,Mr. Nishantha Amunugama,,,,,,"Mr. Nishantha Amunugama, De Saram Rd, , Mount Lavinia,",Dehiwala,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000502-1613124843,Mr. Pavithra Jayasundara,Mr. Pavithra Jayasundara,Mr. Pavithra Jayasundara,,,,,,"Mr. Pavithra Jayasundara, 65/A Bathiya Mawatha, Pumunuwila",Gonawala,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800003C4-1508820940,Mr. Prabhash Subasinghe,Mr. Prabhash Subasinghe,Mr. Prabhash Subasinghe,,,,,,"Mr. Prabhash Subasinghe, , No. 28, Joseph's Lane,",Colombo 04,,,,,,,,,,,L,136000.00,136000.00,0,,,,,0,Non VAT,Tax,1,
800004B4-1575281559,Mr. Prasanna Senanayeke,Mr. Prasanna Senanayeke,Mr. Prasanna Senanayeke,,,,,,"Prasanna Senanayeke, 61, Jawatte Road,",Colombo 05.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004DC-1592282817,Mr. Prashaktha,Mr. Prashaktha,Mr. Prashaktha,,,,,,"Mr. Prashaktha, 36/1 Bulathwelgoda Road,",Pelmadulla,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000E3-1238680053,MR. RAGI,MR. RAGI,MR. RAGI,,,,,,MR. RAGI,,,,,,,,,,,,,0.00,0.00,0,RAGI,,,,0,,,1,
800000E5-1238680054,MR. RASHEED,MR. RASHEED,MR. RASHEED,,PROJECTNRWeEOL.LK,"2581216, 777574175",,,"MR. RASHEED, 25, STATION AVENUE,",COLOMBO 06.,,,,,,,,,,,,0.00,0.00,0,RASHEED,,,,0,,,1,
800000E6-1238680054,MR. RASIKA,MR. RASIKA,MR. RASIKA,,,,,,MR. RASIKA,,,,,,,,,,,,,0.00,0.00,0,RASIKA,,,,0,,,1,
800000E7-1238680054,MR. RAVINDRA THAS,MR. RAVINDRA THAS,MR. RAVINDRA THAS,0777 848065,,,,,,0777,,848065,,,,,,,,,,0.00,0.00,0,RAVINDRA,,,,0,,,1,
80000035-1238680045,MR. RIZAN BARY,MR. RIZAN BARY,MR. RIZAN BARY,,,,,,MR. RIZAN BARY,,,,,,,,,,,,,0.00,0.00,0,BARY,,,,0,,,1,
800000E0-1238680053,MR. ROHAN PEIRIS,MR. ROHAN PEIRIS,MR. ROHAN PEIRIS,,,,,,MR. ROHAN PEIRIS,,,,,,,,,,,,,0.00,0.00,0,R,,,,0,,,1,
800000EF-1238680054,MR. ROY,MR. ROY,MR. ROY,,,,,,"MR. ROY, MACKATHY TOWER, , WIJERAMA MW,",COLOMBO 07.,,,,,,,,,,,,0.00,0.00,0,ROY,,,,0,,,1,
800001B5-1283238669,Mr. S. S. Samaranayake,Mr. S. S. Samaranayake,Mr. S. S. Samaranayake,,,,,,"Mr. S. S. Samaranayake, sagarass@sltnet.lk",,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800000FB-1238680055,MR. SAYEED,MR. SAYEED,MR. SAYEED,,,2583243,,,MR. SAYEED,,,,,,,,,,,,,0.00,0.00,0,SAYEED,,,,0,,,1,
80000103-1238680055,Mr. SHAFEEK CASIM,Mr. SHAFEEK CASIM,Mr. SHAFEEK CASIM,SHAFEEK,,,,,"SHAFEEK, Mr. SHAFEEK CASIM, 50, MAITLAND PLACE,",COLOMBO 07.,,,,,,,,,,,,0.00,0.00,0,SHAFEEK,,,,0,,,1,
800000C1-1238680052,MR. SHAFIK CASSIM,MR. SHAFIK CASSIM,MR. SHAFIK CASSIM,,,,,,MR. SHAFIK CASSIM,,,,,,,,,,,,,0.00,0.00,0,MR.SHAFIK,,,,0,,,1,
80000102-1238680055,MR. SHAMIL,MR. SHAMIL,MR. SHAMIL,,,,,,MR. SHAMIL,,,,,,,,,,,,,0.00,0.00,0,SH,,,,0,,,1,
80000105-1238680056,MR. SHERAN FERNANDO,MR. SHERAN FERNANDO,MR. SHERAN FERNANDO,,,,,,MR. SHERAN FERNANDO,,,,,,,,,,,,,0.00,0.00,0,SHERAN,,,,0,VAT,,1,
80000107-1238680056,MR. SIYAM,MR. SIYAM,MR. SIYAM,,,,,,"MR. SIYAM, 464 1/1, NEGAMBO ROAD, , HENDALA",WATTALA,,,,,,,,,,,,0.00,0.00,0,SIYAM,,,,0,,,1,
80000111-1238680056,MR. SOMADASA (HOUSING CONSTRUCTOR),MR. SOMADASA (HOUSING CONSTRUCTOR),MR. SOMADASA (HOUSING CONSTRUCTOR),,,,,,MR. SOMADASA (HOUSING CONSTRUCTOR),,,,,,,,,,,,,0.00,0.00,0,SOM,,,,0,,,1,
80000124-1238680057,MR. THAHA,MR. THAHA,MR. THAHA,,,,,,MR. THAHA,,,,,,,,,,,,,0.00,0.00,0,THA,,,,0,,,1,
80000485-1558945234,Mr. Thilak Bandara,Mr. Thilak Bandara,Mr. Thilak Bandara,,,,,,"Mr. Thilak Bandara, No 18 Temple Road, Attidiya,",Dehiwala,,,,,,,,,,,A,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800004DB-1591955345,Mr. Wijendra,Mr. Wijendra,Mr. Wijendra,,,,,,Mr. Wijendra,,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000300-1459235000,Mr.A.K.Carder,Mr.A.K.Carder,Mr.A.K.Carder,,,,,,Mr.A.K.Carder,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000019-1238680044,MR.ABDEEN,MR.ABDEEN,MR.ABDEEN,,,,,,MR.ABDEEN,,,,,,,,,,,,,0.00,0.00,0,ABB,,,,0,,,1,
80000292-1409295814,Mr.Buddhika,Mr.Buddhika,DG Solutions,,,,,,"DG Solutions, No:54, , Baduraliya Road,",Agalawattha.,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800002F3-1455261297,Mr.Cader,Mr.Cader,Mr.Cader,,,,,,Mr.Cader,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000043-1238680046,MR.CHAMINDA,MR.CHAMINDA,MR.CHAMINDA,CHAMINDA,,0412259302,0716169933,,"CHAMINDA, MR.CHAMINDA, GURUKULA, NAOTUNNA SOUTH,","KOTTEGODA, MATARA",,,,,,,,,,,,0.00,0.00,0,CHAM,,,,0,,,1,
800002B3-1427697892,Mr.Chamindu,Mr.Chamindu,Mr.Chamindu,,,,,,"Mr.Chamindu, No:8, Trace Expert city, Tripoli Market Square",Colombo 10,,,,,,,,,,,E,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
80000182-1250259483,Mr.D.Sivanandan,Mr.D.Sivanandan,,,,,,,"Mr.D.Sivanandan, , No – 75, Yasodhara mawatha,",Kalubowila,,,,"Mr.D.Sivanandan, ",Kalubowila,,,,,Due on receipt,,0.00,0.00,0,,,,,0,Non VAT,Tax,0,
80000180-1250225847,Mr.D.Sivanandan - Suresh,Mr.D.Sivanandan - Suresh,Mr.D.Sivanandan,,,,,,"Mr.D.Sivanandan, , No – 75, Yasodhara mawatha,",Kalubowila,,,,"Mr.D.Sivanandan, ",Kalubowila,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002A7-1420442415,Mr.Dhanushka,Mr.Dhanushka,Mr.Dhanushka,,,,,,"Mr.Dhanushka, 81, Word Place, , Windsor Tower,","10/1, Apartment.",,,,,,,,,,,E,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000024D-1375168770,Mr.Dilshan,Mr.Dilshan,Mr.Dilshan,,,,,,Mr.Dilshan,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,VAT15%,...,1,
800002C6-1437645527,Mr.Fahim Farook,Mr.Fahim Farook,Mr.Fahim Farook,,,,,,Mr.Fahim Farook,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000070-1238680048,MR.FRIZVI,MR.FRIZVI,MR.FRIZVI,,,,,,MR.FRIZVI,,,,,,,,,,,,,0.00,0.00,0,FRIZVI,,,,0,,,1,
800002E9-1451369930,Mr.Gayan,Mr.Gayan,Mr.Gayan,,,,,,Mr.Gayan,,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,...,1,
800000B4-1238680051,MR.HARSHA,MR.HARSHA,MR.HARSHA,MR. HARSHA,,0777484440,,,MR. HARSHA,,,,,,,,,,,,AS,2500.00,2500.00,0,MAP,,,,0,,,1,
8000022E-1353574381,Mr.Harsha Wanigatunga.,Mr.Harsha Wanigatunga.,Mr.Harsha Wanigatunga,,,,,,"Mr.Harsha Wanigatunga, , No:163, , Jason court, , Sri Saranankara Rd,",Dehiwala.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000021A-1337060147,Mr.Jazeen Aarif,Mr.Jazeen Aarif,Mr.Jazeen Aarif,,,,,,Mr.Jazeen Aarif,,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000026F-1393571616,Mr.Kamil,Mr.Kamil,Mr.Kamil,,,,,,Mr.Kamil,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,VAT,1,
800000A1-1238680050,MR.KISHO KUMAR,MR.KISHO KUMAR,MR.KISHO KUMAR,,,,,,"MR.KISHO KUMAR, #20, ARASADY ROAD",JAFFNA,,,,,,,,,,,,0.00,0.00,0,KISHO,,,,0,,,1,
80000249-1372933663,Mr.Madura Sonnadara,Mr.Madura Sonnadara,Assette,,,,,,"Mr.Madura Sonnadara, Assette Software (Pvt)Ltd., No:385C , Cotta Road,",Rajagiriya.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,..,Tax,1,
8000025B-1384757506,Mr.Michale,Mr.Michale,Mr.Michale,,,,,,"Mr.Michale, , 758,",Galle Rd.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800000C6-1238680052,MR.MUTHUMALA,MR.MUTHUMALA,MR.MUTHUMALA,,,,,,MR.MUTHUMALA,,,,,,,,,,,,,0.00,0.00,0,MUTU,,,,0,,,1,
80000236-1360581631,Mr.N.H.G.R.A.Nanayakkara,Mr.N.H.G.R.A.Nanayakkara,Mr.N.H.G.R.A.Nanayakkara,0772-835957,,,,,"Mr.N.H.G.R.A.Nanayakkara, , No:127, , Colombo Street,",Kandy,,,,,,,,,,,Har,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000023F-1366265849,Mr.Nalin,Mr.Nalin,,,,,,,Mr.Nalin,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800000D1-1238680053,MR.NISHANTA,MR.NISHANTA,MR.NISHANTA,,,,,,MR.NISHANTA,,,,,,,,,,,,,0.00,0.00,0,NIS,,,,0,,,1,
80000253-1380099490,Mr.R.C.De Silva,Mr.R.C.De Silva,Mr.R.C.De Silva,0714938447,,,,,"Mr.R.C.De Silva, No:22, Padiris Road",Colombo 03,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
80000256-1380863961,Mr.Rajan,Mr.Rajan,Mr.Rajan,,,,,,"Mr.Rajan, 43/3, , Braybroke Street,",colombo 02,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800002FD-1457692760,Mr.Ranjith Botheju,Mr.Ranjith Botheju,Mr.Ranjith Botheju,,,,,,Mr.Ranjith Botheju,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000024A-1373529816,Mr.Riad Rafi,Mr.Riad Rafi,Gennext,0776865145,riad.r@gennextteam.lk,0114-422040,,,"Gennext, No:158, , Waukarama Road,",Colombo 03,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,NBT,Tax,1,
800002B2-1427357647,Mr.Salman,Mr.Salman,Mr.Salman,,,,,,Mr.Salman,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000227-1348568016,Mr.Sampath,Mr.Sampath,,,,,,,,,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000228-1348813897,Mr.Sampath De Silva,Mr.Sampath De Silva,Micro Electrical,,,,,,"Micro Electrical., No 2c/12, , Mudduwa Mawatha,",Rathnapura.,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000233-1358747990,Mr.Sanjaya Gunerathne,Mr.Sanjaya Gunerathne,Mr.Sanjaya Gunerathne,,,0777289955,,,"Mr.Sanjaya Gunerathne, , 63/5, Relway Avune,",Nugegoda.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000257-1380870028,Mr.Sashi Rajamahendran,Mr.Sashi Rajamahendran,Mr.Sashi Rajamahendran,,,,,,"Mr.Sashi Rajamahendran, The Capital Maharaja Organisation Ltd, 146, dawson Street,",colombo 02.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000242-1367643130,Mr.SKK Ishan Aravinda,Mr.SKK Ishan Aravinda,NAVY Headquarters,,,0711231628,,,"NAVY Headquarters, Colombo 01",,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000224-1346824237,Mr.Suresh,Mr.Suresh,Mr.Suresh,,,,,,Mr.Suresh,,,,,,,,,,,,R,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002D9-1446176473,Mr.Warna Lokubalasuriya,Mr.Warna Lokubalasuriya,Mr.Warna Lokubalasuriya,,,,,,"Mr.Warna Lokubalasuriya, 170G/Sumanasiri Place, , Kandy Road,",Yakkala.,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000025F-1385977918,Mr.Yakub Ariff,Mr.Yakub Ariff,Mr.Yakub Ariff,,,,,,Mr.Yakub Ariff,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000013F-1238680059,MR.YOOSUF,MR.YOOSUF,MR.YOOSUF,,,0785139703,,,MR.YOOSUF,,,,,,,,,,,,,0.00,0.00,0,yoosuf,,,,0,,,1,
8000052E-1720587245,Mr  Michael Elsworth Jansz,Mr  Michael Elsworth Jansz,,,,,,,"Mr  Michael Elsworth Jansz, No 53/15, Madagodalanda Rd,",Athurugiriya,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000024-1238680044,MR AMJAD,MR AMJAD,MR AMJAD,,,,,,"MR AMJAD, MUSLIM AID",,,,,,,,,,,,,0.00,0.00,0,AMJAD,,,,0,,,1,
